"","layer","mean_elev","median_elev","min_elev","max_elev","quant25","quant75"
"2575",NA,194.799454011742,194.17,152.44,254.01,180.82,208.285
"2576",NA,188.24251589553,186.86,153.08,269.7,176.48,196.635
"2577",NA,190.038990205681,191.41,160.38,222.71,181.8,198.49
"2578",NA,185.246434791116,182.17,160.01,236.08,174.28,192.99
"2579",NA,181.163326806344,176.625,146.07,257.84,163.1625,194.44
"2580",NA,171.84597475044,167.615,144.28,235.57,164.92,176.2475
"2581",NA,165.600654470749,165.62,153.76,190.6,162.34,168.36
"2582",NA,164.018977194871,162.39,143.91,199.71,156.71,168.17
"2583",NA,167.068290272069,163.925,136.67,204.36,150.81,184.1975
"2584",NA,164.292743812971,166.74,128.38,200.74,150.735,179.245
"2585",NA,154.463889486553,151.94,125.28,189.89,143.33,166.22
"2586",NA,160.841538009979,160.46,132.64,179.61,154.24,167.82
"2587",NA,164.126769110306,164.51,139.06,183.95,157.81,170.64
"2588",NA,165.864942787286,167.85,133.16,187.62,161.37,171.78
"2589",NA,162.233198669666,165.17,119.46,181.26,156.055,171.52
"2590",NA,147.21149379216,151.93,112.47,177.3,123.44,168.06
"2591",NA,135.408875415607,120.95,112.17,177.74,116.78,157.0675
"2592",NA,136.288271544556,132.46,114.75,192.67,125.14,147.4
"2593",NA,163.470320688307,163.02,131.96,192.53,155.45,172.1125
"2594",NA,167.916827336723,165.74,142.91,199.96,154.7975,179.6925
"2595",NA,163.892310398749,161.31,142.92,201.79,154.95,172.42
"2596",NA,160.126297780819,159.01,139.77,190.99,151.79,167.1
"2597",NA,167.504187273971,167.36,143.25,199.85,160.235,174.62
"2598",NA,164.467770937164,164.3,141.95,198.04,152.68,175.14
"2599",NA,168.156267096522,168.49,147,185.31,165.91,171.83
"2600",NA,161.623979871018,161.73,150,173.27,159.52,164.07
"2601",NA,167.142795152463,167.28,159.03,187.69,164.56,169.51
"2602",NA,170.262651367187,168.585,165.1,197.77,167.73,170.62
"2603",NA,169.776108234834,167.73,160.56,195.48,166.43,170.29
"2604",NA,167.343342776204,165.96,157.89,186.28,164.86,168.41
"2605",NA,166.501772634046,166.4,85.4,179.29,164.18,168.51
"2606",NA,165.937355441284,166.79,154.58,175.4,164.93,167.89
"2607",NA,163.169193205945,161.95,155.24,170.91,160.49,166.805
"2618",NA,162.185784338254,162.2,136.79,175.02,158.54,167.17
"2619",NA,176.887885758846,171.3,153.88,231.1,163.9,182.81
"2620",NA,174.829390600624,175.13,150.67,214.6,164.36,184.4925
"2621",NA,182.881763042418,180.4,155.13,238.51,168.89,193.245
"2622",NA,182.2591208577,182.52,139.56,215.17,172.1275,192.52
"2623",NA,176.430420323776,174.05,149.59,222.07,166.4725,186.2
"2624",NA,180.800082878315,183.495,147.56,214.34,165.96,192.6225
"2625",NA,168.410221333853,169.95,136.41,209.27,148.4125,184.0825
"2626",NA,152.752908576446,144.46,130.23,218.3,137.2,164.74
"2627",NA,144.567973856209,143.3,121.25,181.55,130.14,158.47
"2628",NA,145.935444346893,145.91,119.93,175.28,136.87,155.03
"2629",NA,126.547940688713,126.59,103.67,155.23,117.355,136
"2630",NA,108.391081081081,103.32,91.2,139.8,99.18,118.54
"2631",NA,105.465889756098,96.54,86.9,150.2,94.19,115.5575
"2632",NA,116.063173968192,112.83,92.83,155.19,102.03,128.99
"2633",NA,139.441875061005,140.79,106.35,170.9,129.76,149.14
"2634",NA,149.052861463415,146.55,102.27,207.8,131.07,165.59
"2635",NA,160.306051141909,163,101.61,243.66,130.665,187.0375
"2636",NA,163.158454030841,156.8,101.65,257.8,118.7425,205.12
"2637",NA,156.9336171875,145.81,104.17,245.87,121.9,190.6
"2638",NA,176.982955299629,176.45,122.84,237.24,160.19,195.64
"2639",NA,179.361504001562,176.075,140.57,224.55,169.44,188.6
"2640",NA,198.911452699404,197.59,148.92,264.96,181.6,211.74
"2641",NA,196.966376585366,195.27,165.23,268.11,187.42,203.41
"2642",NA,176.663705549043,172.8,149.96,239.95,163.6175,185.86
"2643",NA,206.165215311005,203.08,171.19,278.45,182.07,226.23
"2644",NA,184.667251781705,181.19,163.94,258.58,173.4,191.44
"2645",NA,171.649402518793,171.95,146.95,191.8,162.65,181.015
"2646",NA,158.092463895394,157.8,138.9,184.94,152.18,163.8225
"2647",NA,170.63011823334,166.25,148.25,197.1,160.92,181.96
"2648",NA,177.158404255319,177.515,159.4,193.44,171.6,183.3
"2649",NA,177.242289262664,176.61,163.4,197.16,172.25,181.58
"2650",NA,168.219151798772,167.71,152.27,189.43,164.64,171.1
"2651",NA,166.009479673215,165.58,143.89,195.35,157.65,173.6
"2652",NA,170.570085310845,171.47,154.12,194.9,164.9025,175.69
"2653",NA,164.622098425197,164.56,151.09,253.11,161.99,166.6925
"2654",NA,170.848209028459,169.8,157.35,272.81,167.44,172.6
"2655",NA,185.921033203125,182.71,168.78,231.83,178.59,191.3225
"2656",NA,203.169374023438,204.475,178.55,229.15,194.99,211.2225
"2657",NA,219.842726384683,220.31,199.37,266.38,211.62,227.85
"2658",NA,206.80528803977,206.27,185.34,238.83,200.2,213.155
"2659",NA,195.103159179688,194.66,174.6,218.93,188.3275,202.8125
"2660",NA,191.186749047573,194.18,164.81,213.76,183.71,200.08
"2661",NA,190.747574484712,193.16,165.14,213.88,182.87,198.59
"2662",NA,201.084456808199,200.13,177.9,242.42,192.15,208.95
"2663",NA,198.886048418586,197.52,183.17,266.64,192.87,203.14
"2664",NA,196.438245631163,193.2,173.9,252.54,184.43,204.98
"2665",NA,220.45261565489,217.245,175.67,297.11,202.485,235.34
"2666",NA,267.15149457849,263.11,217.24,326.8,254.31,276.29
"2667",NA,247.379864310816,249.58,182.39,349.33,220.065,267.38
"2668",NA,194.458551629904,187.485,162.26,287.71,177.8725,205.23
"2669",NA,175.176944471553,172.82,156.26,208.94,166.28,183.28
"2670",NA,185.992177222602,185.42,165.26,213.06,178.49,193.16
"2671",NA,194.311182900644,195.185,155.84,228.56,188.1425,201.87
"2672",NA,183.747065312897,182.71,161.94,224.43,179.3,186.51
"2673",NA,175.715627194694,176.45,155.15,193.18,171.38,180.25
"2674",NA,169.612666146189,171.23,146.93,186.82,164.79,175.03
"2675",NA,168.250588177917,169.37,143.22,182.63,166.21,171.51
"2676",NA,159.575872768075,161.01,133.75,174.19,156.48,164.79
"2677",NA,154.011556921276,155.13,122.59,175.08,147.18,163.01
"2678",NA,152.058772443404,156.945,118.19,216.9,126.0875,169.5225
"2679",NA,175.646926453375,186.975,117.33,223.64,159.5875,197.41
"2680",NA,184.738524622136,188.39,137.01,228.46,173.96,195.67
"2681",NA,195.232549746391,199.13,150.39,229.8,181.29,209.5225
"2682",NA,204.42309709495,205.065,164.14,233.23,194.21,215.3
"2683",NA,206.7297230079,206.37,168.19,232.95,197.81,217.7
"2684",NA,198.866926976699,200.24,163.04,226.77,190.93,206.56
"2685",NA,180.556631250609,183.37,147.72,209.7,168.69,193.43
"2686",NA,175.295613727211,175.22,150.15,198.87,168.45,182.28
"2687",NA,169.737113472412,169.585,155.95,181.1,167.0225,173.11
"2688",NA,170.535066263886,170.22,162.45,201.42,168.99,171.77
"2689",NA,174.736511355883,174.16,166.96,193.53,171.48,176.555
"2690",NA,183.195200155839,179.17,168.09,222.86,175.69,188.16
"2691",NA,185.671585151988,182.985,166.66,225.43,178.27,190.65
"2692",NA,191.405428682775,185.19,166.65,237.08,178.95,202.4625
"2693",NA,182.396112332381,176.54,160.99,232.17,166.9425,196.16
"2694",NA,164.885027777778,165.47,160.36,174.3,163.51,166
"2705",NA,187.203509223509,187.1,159.93,215.6,179.5,195.1
"2706",NA,207.658280019446,204.81,162.44,305.34,193.23,216
"2707",NA,240.420682481042,237.5,186.29,323.97,218.92,259.42
"2708",NA,214.967571956437,212.61,168.46,263.74,202,226.325
"2709",NA,212.337645399728,210.405,175.02,264.8,200.315,223.06
"2710",NA,219.658263280794,217.825,167.33,268.99,200.8475,238.6375
"2711",NA,228.41308388478,229.34,185.8,326.92,209.15,245.1
"2712",NA,224.899651683207,224.34,168.8,387.28,198.6,248.3
"2713",NA,190.593106031128,193.8,143.62,224.6,176.35,203.6
"2714",NA,160.059663325873,160.3,120.57,207.6,140.04,179.17
"2715",NA,132.463285325029,125.77,112.7,181.5,121.26,136.905
"2716",NA,122.433515906217,119.89,100.85,169.52,113.37,127.34
"2717",NA,118.45433550774,118.89,96.37,167.98,111.55,125.05
"2718",NA,116.065052570093,112.865,93.81,160.9,101,128.3
"2719",NA,113.925355058366,108.635,95.26,147.18,102.8,124.585
"2720",NA,114.470726599786,106.8,98.18,164.7,104.7,123.3
"2721",NA,118.609692547188,113.7,104.54,147.1,108.2,130.3
"2722",NA,120.211889365018,113.19,105.82,197.89,111.1,126.4175
"2723",NA,139.474350409038,135.65,110.27,218.3,119.6,153.2925
"2724",NA,147.858873965937,137.8,117.05,233.1,129.8,161.6
"2725",NA,147.166376825706,145.1,127.53,198.5,138.4,153.8
"2726",NA,152.404024924545,153.8,131.3,171.39,146.4,159
"2727",NA,170.480092583569,168.81,143.46,210.95,161.1,177.81
"2728",NA,183.172184456564,183.6,161.82,215.46,176.01,190.2425
"2729",NA,173.672699123661,172.44,157.44,206.59,169.05,177.23
"2730",NA,179.162103622906,175.6,165.18,218.8,172.52,183.8025
"2731",NA,190.241102676399,189.51,162.24,227.01,181.665,197.835
"2732",NA,171.523750730852,171.32,153.76,195.64,169.06,174.2975
"2733",NA,173.138433112324,172.365,153.16,198.95,165.8,180.58
"2734",NA,183.989112667834,182.85,169.37,203.76,180.24,186.81
"2735",NA,187.04200194742,181.8,171.83,260.74,177.87,189.7775
"2736",NA,194.153537547482,187.18,169.54,265.2,178.04,206.78
"2737",NA,187.155647219246,181.42,166.43,236.53,172.66,202.165
"2738",NA,177.940296875,175.5,153.67,235.1,171.51,183.2525
"2739",NA,182.666445794753,178.86,164.31,223.85,172.16,191.31
"2740",NA,195.109524414062,194.3,165.93,243.25,178.47,210.41
"2741",NA,197.050311523438,195.73,65.82,276.93,182.025,212.535
"2742",NA,189.183533922159,204.39,-70.91,244.19,188.59,221.625
"2743",NA,206.73577520886,206.785,60.53,301.41,198.2425,215.87
"2744",NA,228.106573856975,218.21,197.2,400.99,211.24,227.38
"2745",NA,216.922306643289,217.59,190.32,249.76,210.9,223.8375
"2746",NA,216.309265965732,217.19,187.11,237.7,210.31,223.5725
"2747",NA,212.423805861162,212.03,183.15,264,205.445,219.27
"2748",NA,199.418858394161,196.42,173.29,263.02,185.295,210.51
"2749",NA,209.363310593509,208,185.45,281.2,198.33,218.49
"2750",NA,220.596763445051,217.37,195.32,279.67,210.0375,226.71
"2751",NA,223.833567393845,224.065,197.41,262.55,217.26,230.76
"2752",NA,233.724147837943,230.855,200.13,282.66,220.27,247.71
"2753",NA,262.71382676399,258.92,214.34,348.5,245.82,277.425
"2754",NA,312.01611847233,312.805,239.12,364.83,297.2675,328.3225
"2755",NA,293.765188899708,299.73,202.25,407.16,240.44,341.7375
"2756",NA,231.255685491723,233.75,182.34,330.76,214.12,246.04
"2757",NA,212.172281931464,208.16,177.69,256.07,197.17,227.31
"2758",NA,201.621060620804,201.04,178.21,250.57,194.11,207.8
"2759",NA,191.660263926763,187.495,167.51,242.93,178.9575,200.165
"2760",NA,182.411232116788,181.58,160.55,246.58,171.33,191.56
"2761",NA,175.46153067186,175.51,147.21,199.83,167.46,182.0375
"2762",NA,170.964649985396,174.27,138.39,186.11,166.695,178.82
"2763",NA,157.521111111111,158.96,129.32,175.88,153.7525,163.3275
"2764",NA,138.290334825774,128.92,122.11,164.37,126.13,154.21
"2765",NA,129.891592412451,126.91,119.88,208.09,125.0375,131.2
"2766",NA,172.677459622495,164.92,133.27,226.98,152.75,196.925
"2767",NA,207.103608678731,209.435,157.31,234.24,199.2225,218.69
"2768",NA,214.27969844358,216.01,170.34,240.43,207.5075,222.47
"2769",NA,221.147620901041,221.54,188.06,252.53,211.76,231.17
"2770",NA,215.121167947097,216.6,174.31,252.6,206.495,225.43
"2771",NA,191.310091413012,191.15,163.01,220.81,181.825,201.315
"2772",NA,201.500818093385,201.03,167.34,226.61,191.9375,212.3725
"2773",NA,187.643743190661,184.185,162.85,219.69,178.16,196.55
"2774",NA,175.594458159199,173.93,157.74,219.72,168.71,179.08
"2775",NA,171.854650009722,171.19,163.29,196.14,168.65,174.6075
"2776",NA,182.677852838258,179.475,170.17,218.98,176.97,185.78
"2777",NA,199.658590864917,197.01,176.28,251.83,185.56,210.195
"2778",NA,193.836406766479,190.73,172.1,246.7,182.11,202.72
"2779",NA,176.592888370737,175.94,167.73,208.17,173.51,178.35
"2780",NA,174.445896638819,174.56,164.14,187.25,173.5125,175.69
"2781",NA,173.607589730155,174.65,162.91,185.39,171.7625,176.02
"2782",NA,172.816430868167,171.41,166.44,180.75,170.09,175.79
"2792",NA,212.668729072907,210,180.22,278.71,199.88,223.1
"2793",NA,241.268572259942,239.3,194,330.6,220,257.3
"2794",NA,279.119218310542,276.2,216.12,378.84,258.3,299.39
"2795",NA,254.335593828838,251.165,200.58,350.3,231.4325,271.2425
"2796",NA,301.700080496557,298.98,201.83,437,260.07,336.6
"2797",NA,268.155298913043,256.01,194.91,456.3,221.6,300.885
"2798",NA,265.393899078117,263.5,208.46,405.81,241.6,284.66
"2799",NA,267.242487629766,262.5,201.45,469.48,245.555,282.585
"2800",NA,269.962224055917,260.43,169.71,463.48,227.1,300.41
"2801",NA,260.310840613473,227.42,136.51,464.72,189.1825,340.865
"2802",NA,189.145388274122,186.73,129.24,413.12,171.5125,198.42
"2803",NA,172.685939017285,174.435,99.55,232.96,155.9725,191.64
"2804",NA,167.701678151995,158.71,122.3,280.45,152.84,179.195
"2805",NA,154.59589942724,154.4,127.76,186.41,148,158.84
"2806",NA,150.008167427406,155,113.63,172.3,139.3,160.3
"2807",NA,142.951306923002,142.3,128.49,167.94,138.3,147.1
"2808",NA,130.035076250607,130.3,112.27,147,126.1,134
"2809",NA,121.954133747452,121.2,106.99,139.9,118,124.3
"2810",NA,120.108534926649,118.8,110.09,151.13,116.75,122.7
"2811",NA,122.241068932039,120.45,113.8,150.3,119.13,123.8
"2812",NA,127.72961239557,127,119.5,148.41,124.8,129.6575
"2813",NA,132.685705539359,131.6,125.8,158.54,129.58,134.32
"2814",NA,150.09296037296,149.74,133.4,174.65,143.92,154.68
"2815",NA,159.003046434816,154.46,140.91,190.81,149.5325,168.6875
"2816",NA,162.160137877464,161.81,146.06,180.98,157.505,166.875
"2817",NA,175.020847919098,172.125,155.72,216.36,166.55,181.38
"2818",NA,191.279471485476,191.28,166.38,217.24,181.43,199.15
"2819",NA,182.968909179213,182.7,166.56,208.56,174.92,189.6
"2820",NA,189.599096122072,189.71,165.97,226.66,183.2,196.33
"2821",NA,204.850818781529,201.48,169.83,267.67,184.8175,224.2125
"2822",NA,200.741583349543,196.77,176.13,256.89,190.5725,208.81
"2823",NA,214.51304529549,212.135,190.13,266.48,202.11,222.8025
"2824",NA,203.725849038275,202.715,164.91,260.18,189.1525,217.7775
"2825",NA,205.33520244684,208.54,162.21,248.45,195.755,216.8
"2826",NA,206.313015488867,208.285,175.55,240.93,199.5425,213.68
"2827",NA,214.169434714925,214.99,181.71,244.7,201.8025,226.835
"2828",NA,213.194677012609,214.23,187.91,237.75,205.65,221.2075
"2829",NA,214.655000971062,213.2,195.07,242.56,205.53,224.04
"2830",NA,223.135002919424,222.715,202.84,253.97,214.6975,230.9225
"2831",NA,231.498212794874,229.84,205.44,274.55,223.83,236.98
"2832",NA,241.110154564013,239.52,214.18,274.26,230.12,253.8
"2833",NA,238.192159642649,238.24,213.46,309.83,228.1,244.78
"2834",NA,222.727470862471,224.32,189.71,278.43,215.57,231.22
"2835",NA,214.378581560284,210.24,183.73,294.45,197.84,230.93
"2836",NA,231.770951779117,232.695,199.29,270.75,222.91,239.9775
"2837",NA,238.731424130561,238.87,209.97,286.42,228.13,245.49
"2838",NA,234.859628047004,233.69,212.15,305.68,226.72,241.57
"2839",NA,254.899646258503,250.17,223.61,332.67,242.6725,263.97
"2840",NA,280.804395572386,275.45,240.09,357.77,263.7,293.85
"2841",NA,293.878335275835,290.71,262.29,371.44,278.07,304.58
"2842",NA,305.21855907501,300.73,244.53,389.88,283.52,325.4975
"2843",NA,274.463698523698,273.55,226.98,353.18,249.2875,296.95
"2844",NA,255.92175631068,244.75,199.61,355.45,233.33,277.2
"2845",NA,235.136499902856,242.415,188.36,288.91,213.9325,256.3
"2846",NA,216.282772382987,213.135,183.63,272.03,200.6,229.6275
"2847",NA,210.107357080462,210.22,187.5,236.49,205.51,214.66
"2848",NA,199.914427822032,198.33,175.72,223.06,193.81,206.3975
"2849",NA,187.503942923704,188.16,154.44,211.39,182.51,193.58
"2850",NA,176.743198329448,177.22,135.08,206.29,169.19,184.29
"2851",NA,142.846437584935,133.085,125.58,193.04,129.51,158.61
"2852",NA,179.32552503882,180.445,127.26,230.99,159.54,201.6
"2853",NA,192.425150956218,196.84,139.82,240.29,170.54,213.01
"2854",NA,196.887745754488,195.63,152.83,245.2,179.95,214.37
"2855",NA,219.303758493496,220.1,171.14,251.72,209.32,230.46
"2856",NA,219.097273961971,220.55,187.09,247.68,208.6575,228.805
"2857",NA,211.710119347953,214.05,166.24,248.53,196.18,226.675
"2858",NA,220.690801319364,219.42,184.72,288.1,210.22,229.8
"2859",NA,238.265383645358,235.75,192.37,287.5,222.62,252.73
"2860",NA,214.430167863381,212.82,176.73,281.48,199.185,226.29
"2861",NA,212.704958309094,213.3,167.3,265.1,197.0125,229.84
"2862",NA,190.476952390187,182.37,166.82,243.69,175.11,202.72
"2863",NA,188.011637738776,186.66,171.42,235.43,181.56,193.27
"2864",NA,218.167802347008,216.92,180.34,289.78,204,230.85
"2865",NA,222.855729096018,220.56,189.61,276.62,209.04,234.66
"2866",NA,201.250327646375,194.905,164.79,252.09,189.33,211.4125
"2867",NA,184.037803837953,182.72,173.83,231.58,179.43,187.4975
"2868",NA,178.327814922481,178.18,171.64,191.99,176.44,179.88
"2869",NA,176.121758441244,176.13,167.87,191.06,173.42,178.5
"2870",NA,174.498033980583,174.63,170.46,178.98,174.1775,174.9425
"2878",NA,251.563463172805,243.3,175.07,345.94,226.4625,275.495
"2879",NA,298.393791352293,291.585,197.67,469.91,242.065,339.6075
"2880",NA,299.14962406015,300.16,216.24,389.31,264.05,333.775
"2881",NA,342.279420900821,346.8,225.91,570.49,302.6,379.145
"2882",NA,379.548859840954,379.27,233.23,556.45,347.2,411.9725
"2883",NA,383.404576156377,374.895,306.59,531.35,350.19,411.9
"2884",NA,400.481826364692,400.805,284.7,494.34,374.8475,429.3625
"2885",NA,332.032740733572,330.87,221.41,497.03,297.14,363.84
"2886",NA,436.992456412243,419.205,281.2,715.95,369.4975,496.08
"2887",NA,388.387934971937,358.595,240.41,718.43,319.9925,439.71
"2888",NA,404.153083849729,384.655,297.28,659.65,365.1175,425.39
"2889",NA,289.358022467558,289.64,195.28,454.27,238.1725,332.17
"2890",NA,229.918012398295,231.655,137.25,368.14,208.9,242.8125
"2891",NA,223.186884198296,221.6,170.02,345.43,210.69,233.92
"2892",NA,192.759175058095,189.105,159.3,247.47,180.71,205.0625
"2893",NA,176.415689237625,172.83,152.1,273.8,167.5,181.44
"2894",NA,155.733890180128,155.1,134.8,196.38,147.9,161.73
"2895",NA,147.771659397112,148.5,131.6,181.6,142.58,152.39
"2896",NA,139.746671834125,139.7,121.72,168.16,134.1,144.73
"2897",NA,132.902350890782,133.35,120.41,142.32,130.96,135.1
"2898",NA,129.015724946695,127.905,118.94,146.6,122.5425,135.1075
"2899",NA,127.618488225603,127.01,121.01,149.1,124.52,130.01
"2900",NA,133.380196762625,133.91,125.74,143.14,129.61,136.4
"2901",NA,142.642008911275,139.76,128.81,170.24,136.4375,146.71
"2902",NA,146.116390234451,144.66,134.45,178.69,141.64,147.68
"2903",NA,159.063559519193,156.81,145.27,187.99,150.98,166.1
"2904",NA,160.975316406629,159.26,148.6,191.51,155.965,162.35
"2905",NA,165.788412067126,165.18,157.16,184.04,162.03,168.93
"2906",NA,177.4216568162,177.72,163.4,196.04,172.97,181.33
"2907",NA,189.779486062718,187.98,173.88,220.5,183.2,194.46
"2908",NA,217.874527203957,217.41,186.24,251.15,207.64,227.85
"2909",NA,222.152938154323,215.79,188.18,283.15,205.1,239.9025
"2910",NA,233.66131711572,233.475,197.7,282.95,218.27,247.525
"2911",NA,231.025825242718,228.485,209.93,272.7,221.76,239.3325
"2912",NA,229.576072530864,228.74,202.32,270.62,219.8,238.1
"2913",NA,227.431670898437,226.615,194.5,272.7,213.1075,240.99
"2914",NA,216.373905285494,216.43,185.87,252.32,209.0775,223.37
"2915",NA,214.619947916667,215.145,188.47,251.63,207.04,220.83
"2916",NA,221.90095810706,222.09,194.7,259.23,208.58,233.7825
"2917",NA,217.914303920615,215.91,200.63,261.02,210.445,223.625
"2918",NA,218.029256933037,215.47,205.83,257.25,212.85,220.93
"2919",NA,240.488621760652,240.4,216.53,267.28,233.98,246.65
"2920",NA,229.129277201822,227.61,208.65,268.27,221.39,236.26
"2921",NA,212.898400387785,211.49,193.67,243.48,204.57,219.68
"2922",NA,237.877245659975,230.54,195.28,343.82,217.74,250.625
"2923",NA,229.723297182144,225.32,213.22,297.27,223.44,230.72
"2924",NA,241.855078503586,239.02,221.69,293.5,232.93,249.6575
"2925",NA,267.104136728963,261.85,234.64,363.04,252.61,278.35
"2926",NA,278.536070008727,272.02,238.2,445.44,258.3,292.59
"2927",NA,295.164054289869,287.06,247.66,425.63,268.1,311.61
"2928",NA,326.246546950629,322.655,267.7,407.95,300.8025,349.03
"2929",NA,354.902012017833,353.01,281.08,463.14,330.955,378.2575
"2930",NA,331.852994963193,324.1,258.47,480.93,302.8025,353.855
"2931",NA,301.581010756856,295.22,234.83,424.64,278.57,321.53
"2932",NA,258.124542458317,258.455,194.45,328.97,231.9175,283.7
"2933",NA,235.218819941917,237.705,178.72,298.08,213.3,256.7975
"2934",NA,212.335353750727,214.33,171.06,295.74,196.3725,225.1975
